SampleID,Iteration,Cat,Chicken,Cow,Dog,Duck,Effluent,Goat,Goose,Horse,Human,Pig,Sheep,Unknown,STORET,Site,Month,Path
1709004_003,3,0,0,0,0,0,0.2466,0,4.00E-04,0,0,0.0059,0,0.7471,308291,Goslee Pond,September,3
1709004_004,3,1.00E-04,0.1637,1.00E-04,0,0,0.0802,0,0,0,0,0,0,0.7559,308015,Mouth,September,7
1709004_005,3,1.00E-04,0.0057,0,0.0166,0,0.075,0,0,0,0,1.00E-04,0,0.9025,308018,West Lane,September,6
1709004_006,3,5.00E-04,0,0,0.0075,0,0.1886,0,0,0,0,0,0,0.8034,308021,Rt 24 Marina,September,5
1709004_007,3,0.0997,0,0,0,0,0.2558,0,0,0,0,0,0,0.6445,308024,Misty Lane 2,September,4
1709004_008,3,1.00E-04,0,0,0,0,0.146,0,0,0,0,0,0,0.8539,308021,Rt 24 Marina,September,5
1709004_009,3,0,0,0,0.0695,0,0.1846,0,0,0,0,0,0,0.7459,308021,Rt 24 Marina,September,5
1709044_001,3,0,0,0,0,0,0.0527,0,0,0,0,0,0,0.9473,308411,Jimtown Road,October,1
1709044_002,3,0,0,0,0,0,0.0754,0,0,0,0,0,0,0.9246,308371,Bundicks Branch,October,2
1709044_003,3,7.00E-04,0,0,0,0,0.2267,0,0,0,3.00E-04,0,0,0.7723,308291,Goslee Pond,October,3
1709044_004,3,0,0.1725,0,0,0,0.0785,0,0,0,0,0,0,0.749,308015,Mouth,October,7
1709044_005,3,0,0.1508,0,0,0,0.0887,0,0,0,1.00E-04,0,0,0.7604,308018,West Lane,October,6
1709044_006,3,0.0011,0.0051,0,0.0029,0,0.1099,0,0,0,0,0,0,0.881,308021,Rt 24 Marina,October,5
1709044_007,3,0,0,0,0.0329,0,0.1683,0,0,0,0,0,0,0.7988,308024,Misty Lane 2,October,4
1709044_008,3,7.00E-04,0.1238,0,0.0108,0,0.1047,0,1.00E-04,0,0,0,0,0.7599,308021,Rt 24 Marina,October,5
1709044_009,3,0.0134,0.077,0,0,0,0.0903,0,0,0,0,0,0,0.8193,308021,Rt 24 Marina,October,5
1808004_004,3,0,0,0,0,0,0,0,0,0,0,0,0,1,,Coursey Pond,,
1808016_001,3,0,0,0,0,0,0.2208,0,0,0,0,0,0,0.7792,,Allen Harim,,
1810020_001,3,0,0,0,0,0.1063,0.2563,0,0,0,0,0,0,0.6374,,Mountaire Upstream,,
1810020_002,3,0,0,0,0,0.0868,0.2661,0,1.00E-04,0,0,0.0046,0,0.6424,,Mountaire Middle,,
1810020_003,3,0,0,0,1.00E-04,0.1325,0.326,0,0,0,0,0.0373,0,0.5041,,Mountaire Downstream,,
1703029_001,4,0,0.0017,0,0,0,0.0356,0,0,0,0,0,0,0.9627,308411,Jimtown Road,March,1
1703029_002,4,0,0,0,0,0,0.2129,0,0,0,0,0,0,0.7871,308371,Bundicks Branch,March,2
1703029_003,4,0,5.00E-04,0,0,0,0.3568,0,0,0,0,1.00E-04,0,0.6426,308291,Goslee Pond,March,3
1703029_004,4,0,0,0,0,0.2866,0,1.00E-04,0,0,0,0,0,0.7133,308015,Mouth,March,7
1703029_005,4,0,0,0,0,0.3146,0,1.00E-04,0,0,0,0,0,0.6853,308018,West Lane,March,6
1703029_006,4,0,0,0,0,0.0642,0.0644,4.00E-04,0,0,0,0,0,0.871,308021,Rt 24 Marina,March,5
1703029_007,4,0,0,0,0,0.0398,0.2373,0,0,0,0,0,0,0.7229,308024,Misty Lane,March,4
1704019_001,4,0,0,0,0,0,0.0338,0,0,0,1.00E-04,0,0,0.9661,308411,Jimtown Road,April,1
1704019_002,4,0,0,0,0,0,0.2814,0,0,0,0,0,0,0.7186,308371,Bundicks Branch,April,2
1704019_003,4,0,0.0325,0,0,0,0.0216,4.00E-04,0,0,0.3092,0,1.00E-04,0.6362,308291,Goslee Pond,April,3
1704019_004,4,0,0,0,0,0.3278,1.00E-04,0,0,0.1183,0,2.00E-04,0,0.5536,308015,Mouth,April,7
1704019_005,4,0,0,0,0,0.3497,0,0,0,0.0552,0,0,0,0.5951,308018,West Lane,April,6
1704019_006,4,0,0,0,0,0.0668,0.0026,0,0,0,0,0.0848,0,0.8458,308021,Rt 24 Marina,April,5
1704019_007,4,0,0,0,0,0.1229,0,0,0,0,0,0.0895,0,0.7876,308024,Misty Lane,April,4
1704019_008,4,0,0,0,0,0.088,4.00E-04,0,0,0,0,0.0635,1.00E-04,0.848,308021,Rt 24 Marina,April,5
1704019_009,4,0,0,0,0,0.0716,0,0,0,1.00E-04,0,0.0909,0,0.8374,308021,Rt 24 Marina,April,5
1705016_001,4,0,0,0,0,0,0.023,0,0,0,0,0,0,0.977,308411,Jimtown Road,May,1
1705016_002,4,0,0,0,0,0,0.2726,0,0,0,0,0,0,0.7274,308371,Bundicks Branch,May,2
1705016_003,4,1.00E-04,0.0757,0,1.00E-04,0,0.1884,0,0,0,0.2202,0,0,0.5155,308291,Goslee Pond,May,3
1705016_004,4,0,0,0,0,0.3426,2.00E-04,5.00E-04,1.00E-04,0.0203,0,0.0228,0,0.6135,308015,Mouth,May,7
1705016_005,4,0,0,0,0,0.2936,0,0,3.00E-04,0.063,0,0.0428,0,0.6003,308018,West Lane,May,6
1705016_006,4,0,0,0,1.00E-04,0.1016,5.00E-04,0,0,0,0,0.1455,0,0.7523,308021,Rt 24 Marina,May,5
1705016_007,4,0,5.00E-04,0,0,0,0.123,0,1.00E-04,0,0,0.0805,0,0.7959,308024,Misty Lane,May,4
1705016_008,4,0,0,0,0,0.0474,0,0,6.00E-04,0,0,0.1887,0,0.7633,308021,Rt 24 Marina,May,5
1705016_009,4,0,0,0,0,0.1083,0,0,0,0,0,0.1351,0,0.7566,308021,Rt 24 Marina,May,5
1706014_001,4,0,0,0,0,0,0.0065,0,0,0,0,0,0,0.9935,308411,Jimtown Road,June,1
1706014_002,4,0,0,0,0,0.0268,0.3297,0,0,0,0,0.0058,0,0.6377,308371,Bundicks Branch,June,2
1706014_003,4,0,0.289,0,0,0,0.1453,0,0,0,0.1188,0,0,0.4469,308291,Goslee Pond,June,3
1706014_004,4,0.0903,0,0,0,0.2454,0,0,1.00E-04,0.1,0,0.0122,0,0.552,308015,Mouth,June,7
1706014_005,4,0,1.00E-04,0,0,0.0699,0,1.00E-04,0,0,0,0,0,0.9299,308018,West Lane,June,6
1706014_006,4,0,0,0,0,0.0515,0.0143,0,0,0,0,0.049,0,0.8852,308021,Rt 24 Marina,June,5
1706014_007,4,0,0,0,0,0,0.0795,0,0,0,0,0.0544,0,0.8661,308024,Misty Lane,June,4
1706014_008,4,0,0,0,0,0.0506,0.0407,1.00E-04,0,2.00E-04,0,0.0595,0,0.8489,308021,Rt 24 Marina,June,5
1706014_009,4,0,0,0,0,0.0302,0.0809,4.00E-04,0,0,0,0.0881,0,0.8004,308021,Rt 24 Marina,June,5
1706031_001,4,0,0,0,0,0.0905,0,1.00E-04,0,0,0,0.0051,0,0.9043,308015,Mouth,June Rain,7
1706031_002,4,6.00E-04,0,1.00E-04,0,0.1257,0.0058,0,0,0,0,0.0165,0,0.8513,308018,West Lane,June Rain,6
1706031_003,4,0,0,0,0,0,0.0466,0.0023,0,0,0,0.1378,0,0.8133,308021,Rt 24 Marina,June Rain,5
1706031_004,4,0,0.0709,0,0,0,0.1095,0,0,0,0,0.0726,0,0.747,308024,Misty Lane,June Rain,4
1706031_005,4,0,0,0,0,0,0.0425,0,0,0,0,0.1385,0,0.819,308021,Rt 24 Marina,June Rain,5
1707016_001,4,0,0,0,0,0,0.0616,0,0,0,0,0,0,0.9384,308411,Jimtown Road,July,1
1707016_002,4,0,0,0,6.00E-04,0,0.2873,1.00E-04,0,0,0,0.0466,0,0.6654,308371,Bundicks Branch,July,2
1707016_003,4,7.00E-04,0.1881,0,1.00E-04,7.00E-04,0.1246,0,0,0,0,0.0034,0,0.6824,308291,Goslee Pond,July,3
1707016_004,4,0.0677,0,0,0,0.0468,0.0622,0,0,0.0085,0,0,1.00E-04,0.8147,308015,Mouth,July,7
1707016_005,4,0.0573,0,0,1.00E-04,0.0517,0.0642,0,0,0,0,0,0,0.8267,308018,West Lane,July,6
1707016_006,4,0.0397,0,0,0,0,0.0642,0,0,2.00E-04,0,0,0,0.8959,308021,Rt 24 Marina,July,5
1707016_007,4,0.0137,1.00E-04,0,0,0,0.0304,0,0,0,0,0,0,0.9558,308024,Misty Lane,July,4
1707016_008,4,0.0644,0,0,0,0,0.08,0,0,0,0,0,0,0.8556,308021,Rt 24 Marina,July,5
1707016_009,4,0.024,0,0,0,0,0.0743,0,0,0,0,0,0,0.9017,308021,Rt 24 Marina,July,5
1708016_001,4,0,0,0,0,0,0.0281,0,0,0,0,0,0,0.9719,308411,Jimtown Road,August,1
1708016_002,4,3.00E-04,0,0,0,6.00E-04,0.1148,0,0,0,0,0,0,0.8843,308371,Bundicks Branch,August,2
1708016_003,4,0.0012,0.092,0,0,0.0019,0.1502,0,1.00E-04,0,0,0.03,0,0.7246,308291,Goslee Pond,August,3
1708016_004,4,0.0085,0,0,0,0.1809,0.0079,0,0,0,0,0,1.00E-04,0.8026,308015,Mouth,August,7
1708016_005,4,0.0216,1.00E-04,0,1.00E-04,0.0992,0.0771,0,0,1.00E-04,0,1.00E-04,0,0.8017,308018,West Lane,August,6
1708016_006,4,0.0109,0,0,0,0,0.0269,0,0,0,0,4.00E-04,0,0.9618,308021,Rt 24 Marina,August,5
1708016_008,4,0,0,0,0,9.00E-04,0.0456,0,0,0,0,0,0,0.9535,308021,Rt 24 Marina,August,5
1708016_009,4,0.032,0,0,0,0,0.032,0,0,0,0,0,0,0.936,308021,Rt 24 Marina,August,5
1709004_001,4,2.00E-04,0,0,1.00E-04,0,0.048,0,0,0,0,0,0,0.9517,308411,Jimtown Road,September,1
1709004_002,4,4.00E-04,0,0,0,0,0.2515,0,0,0,0,0.0649,0,0.6832,308371,Bundicks Branch,September,2
1709004_003,4,3.00E-04,0,0,3.00E-04,0,0.2155,0,0,0,0,0.0317,0,0.7522,308291,Goslee Pond,September,3
1709004_004,4,0.0093,0,0,0.0081,0.1841,0,0,0,0,2.00E-04,0,0,0.7983,308015,Mouth,September,7
1709004_005,4,0.0107,0,0,2.00E-04,0.1006,0.0458,0,0,0,0,0,0,0.8427,308018,West Lane,September,6
1709004_006,4,0,0,0,0.0015,0,0.0647,2.00E-04,0,0,0,0,0,0.9336,308021,Rt 24 Marina,September,5
1709004_007,4,0.0506,0,0,0,8.00E-04,0.1508,0,0,0,0,0.0086,0,0.7892,308024,Misty Lane 2,September,4
1709004_008,4,0,0,0,0,0,0.0432,0,0,0,0,0,0,0.9568,308021,Rt 24 Marina,September,5
1709004_009,4,0,0,0,0.001,0,0.0496,0,0,0,0,0,0,0.9494,308021,Rt 24 Marina,September,5
1709044_001,4,1.00E-04,0,0,0,0,0.0523,0,0,0,0,0,0,0.9476,308411,Jimtown Road,October,1
1709044_002,4,0,0,0,0,0,0.0919,0,0,0,0,0,0,0.9081,308371,Bundicks Branch,October,2
1709044_003,4,0,0.1262,0,0,7.00E-04,0.1704,0,0,0,0,0.017,0,0.6857,308291,Goslee Pond,October,3
1709044_004,4,0.0069,0,0,0.0011,0.2302,0,0,0,0,0,0,0,0.7618,308015,Mouth,October,7
1709044_005,4,0,0,0,0,0.209,1.00E-04,0,0,7.00E-04,1.00E-04,0,0,0.7901,308018,West Lane,October,6
1709044_006,4,0.0487,0,0,0,0.1143,0,0,1.00E-04,0,0,0,0,0.8369,308021,Rt 24 Marina,October,5
1709044_007,4,0.0244,0,0,0,0.019,3.00E-04,4.00E-04,0,0,3.00E-04,0,0,0.9556,308024,Misty Lane 2,October,4
1709044_008,4,0.0654,0,0,0,0.1531,0,0,0,0,2.00E-04,0,0,0.7813,308021,Rt 24 Marina,October,5
1709044_009,4,0.0749,0,0,0,0.1481,0,0,0,0,2.00E-04,1.00E-04,0,0.7767,308021,Rt 24 Marina,October,5
1808004_004,4,0,0,0,0,0,0,0,0,0,0,0,0,1,,Coursey Pond,,
1808016_001,4,0,0,0,0,0,0.2087,0,0,0,0,0,0,0.7913,,Allen Harim,,
1810020_001,4,0,3.00E-04,0,0,0.0932,0.2216,0,0,0,0,0.04,0,0.6449,,Mountaire Upstream,,
1810020_002,4,1.00E-04,0,0,0,0.0511,0.1777,0,0,0,0,0.1266,0,0.6445,,Mountaire Middle,,
1810020_003,4,0,0,0,0,0.0444,0.3138,0,0,0,0,0.1511,0,0.4907,,Mountaire Downstream,,
1703029_001,5,0,0,0,0,1.00E-04,0.0551,0,0,0,0,0,0,0.9448,308411,Jimtown Road,March,1
1703029_002,5,0,0,0,0,1.00E-04,0.2255,0,0,0,0,0,0,0.7744,308371,Bundicks Branch,March,2
1703029_003,5,0,0,0,0,0,0.337,0,0,2.00E-04,0,1.00E-04,0.1331,0.5296,308291,Goslee Pond,March,3
1703029_004,5,0,0,0,0,0,0,0,2.00E-04,0,0,0,0,0.9998,308015,Mouth,March,7
1703029_005,5,0,0,0,0,3.00E-04,0,0,0,0,0,0,0,0.9997,308018,West Lane,March,6
1703029_006,5,0,0,0,0,1.00E-04,0.0905,0,0,0,0,0,0,0.9094,308021,Rt 24 Marina,March,5
1703029_007,5,0,0,0,0,0,0.2396,0,0,0,0,0,0,0.7604,308024,Misty Lane,March,4
1704019_001,5,0,0,0,0,0,0.0375,0,0,0,0,0,0,0.9625,308411,Jimtown Road,April,1
1704019_002,5,0,4.00E-04,0,0,0,0.2794,0,2.00E-04,0,0,0,0,0.72,308371,Bundicks Branch,April,2
1704019_003,5,0,0,0,0,0,0.1479,0,0,0,0,1.00E-04,0,0.852,308291,Goslee Pond,April,3
1704019_004,5,0.1107,1.00E-04,1.00E-04,0,0,0,0,0,1.00E-04,0,0,0,0.889,308015,Mouth,April,7
1704019_005,5,0,0,0,0,0,0,0,0,0,1.00E-04,0,0,0.9999,308018,West Lane,April,6
1704019_006,5,1.00E-04,0,0,0,0.0315,0,0,0,3.00E-04,0,1.00E-04,0,0.968,308021,Rt 24 Marina,April,5
1704019_007,5,0,0,0,0,0.0648,0.001,0,0,1.00E-04,5.00E-04,0,0,0.9336,308024,Misty Lane,April,4
1704019_008,5,1.00E-04,1.00E-04,0,0,0.0432,0.003,0,0,0,0,0,0,0.9536,308021,Rt 24 Marina,April,5
1704019_009,5,0,0,0,0,0.0281,0.0013,0,0,5.00E-04,2.00E-04,2.00E-04,0,0.9697,308021,Rt 24 Marina,April,5
1705016_001,5,0,0,0,0,0,0.0448,0,2.00E-04,0,0,0,0,0.955,308411,Jimtown Road,May,1
1705016_002,5,0,0,0,0,0,0.2938,0,0,0,0,0,0,0.7062,308371,Bundicks Branch,May,2
1705016_003,5,0,1.00E-04,0,0,0,0.2931,0,0,0,0,0,0.0616,0.6452,308291,Goslee Pond,May,3
1705016_004,5,0.2257,0,0,0,0.0042,0,0,0,0.0034,0,0,0,0.7667,308015,Mouth,May,7
1705016_005,5,0.1068,5.00E-04,0,0,0.0035,0,0,0,0,0,0,0,0.8892,308018,West Lane,May,6
1705016_006,5,0,0,0,0,0.1436,0.0083,0,0,0.0014,0.0741,0,0,0.7726,308021,Rt 24 Marina,May,5
1705016_007,5,0,0,1.00E-04,0,0.0772,0.1144,0,0,0,0.0997,1.00E-04,0,0.7085,308024,Misty Lane,May,4
1705016_008,5,0,0,0,0,0.1376,0.0281,0,0,1.00E-04,0.0438,0,0,0.7904,308021,Rt 24 Marina,May,5
1705016_009,5,0,0,0,0,0.1176,6.00E-04,0,0,0,0.0691,0,0,0.8127,308021,Rt 24 Marina,May,5
1706014_001,5,0,1.00E-04,0,0,0,0.0254,0,0,0,0,0,0,0.9745,308411,Jimtown Road,June,1
1706014_002,5,0,0,0,0,0.001,0.3525,0,0,0,0,0,0,0.6465,308371,Bundicks Branch,June,2
1706014_003,5,0,0,0,0,0,0.2974,0,0,0,0,0,0,0.7026,308291,Goslee Pond,June,3
1706014_004,5,0.3574,0,0,0,0,0,0,0,0,0,0,0,0.6426,308015,Mouth,June,7
1706014_005,5,0.0836,0,0,0,3.00E-04,0.0446,0,0,0,0.0116,0,0,0.8599,308018,West Lane,June,6
1706014_006,5,0,0,0,0,0.0883,0,0,0,0,0.1036,0,0,0.8081,308021,Rt 24 Marina,June,5
1706014_007,5,0.0011,2.00E-04,0,0,0.0777,0.0505,0,0,0,0.1749,0,0,0.6956,308024,Misty Lane,June,4
1706014_008,5,0.0219,0,0,0,0.143,0.0239,0,0,3.00E-04,0.1444,0,0,0.6665,308021,Rt 24 Marina,June,5
1706014_009,5,0,0,0,0,0.087,0.0092,0,0,0,0.1453,0,0,0.7585,308021,Rt 24 Marina,June,5
1706031_001,5,0.1836,0,0,0,0.0074,0.0018,0,2.00E-04,3.00E-04,1.00E-04,0,0,0.8066,308015,Mouth,June Rain,7
1706031_002,5,0.2028,0,0,0,0.0261,0.0477,0,0,0,0,0,0,0.7234,308018,West Lane,June Rain,6
1706031_003,5,0,0,0,1.00E-04,0.212,0.1,0,0,0,0.0721,0,0,0.6158,308021,Rt 24 Marina,June Rain,5
1706031_004,5,0,0,0,0,0.1035,0.1593,0,0,0,0.0076,0,0,0.7296,308024,Misty Lane,June Rain,4
1706031_005,5,0,0,0,0,0.1958,0.0914,0,0,0,0.0673,0,0,0.6455,308021,Rt 24 Marina,June Rain,5
1707016_001,5,0,0,0,0,0,0.0495,0,0,0,0,0,0,0.9505,308411,Jimtown Road,July,1
1707016_002,5,0,0,0,0,3.00E-04,0.3408,0,0,0,0,0,0,0.6589,308371,Bundicks Branch,July,2
1707016_003,5,0.0088,0,0,0,0,0.173,2.00E-04,0,0,0,0,0,0.818,308291,Goslee Pond,July,3
1707016_004,5,0.3112,0,0,0,0,0.0325,0,0,0,0,0,0,0.6563,308015,Mouth,July,7
1707016_005,5,0.3277,0,0,0,0,0.0446,0,0,0,0.0012,0,0,0.6265,308018,West Lane,July,6
1707016_006,5,0.2148,0,0,0,0,0.0749,0,0,0,0.0594,0,0,0.6509,308021,Rt 24 Marina,July,5
1707016_007,5,0.1222,0,0,0.0174,0,0.0081,0,0,0,0.0255,0,0,0.8268,308024,Misty Lane,July,4
1707016_008,5,0.2563,0,0,0,0,0.0276,0,0,0,0.0572,0,0,0.6589,308021,Rt 24 Marina,July,5
1707016_009,5,0.2714,0,0,0,0,0.0482,0,0,0,0.066,0,0,0.6144,308021,Rt 24 Marina,July,5
1708016_001,5,0,0,0,0,1.00E-04,0.0432,0,0,0,0,1.00E-04,0,0.9566,308411,Jimtown Road,August,1
1708016_002,5,0,0,0,0,0,0.1179,0,0,0,0,0,0,0.8821,308371,Bundicks Branch,August,2
1708016_003,5,0.0024,0,0,0,0,0.1349,0,0,1.00E-04,0,0,6.00E-04,0.862,308291,Goslee Pond,August,3
1708016_004,5,0.3508,0,0,0,0,0,0,0,0,0,0,0,0.6492,308015,Mouth,August,7
1708016_005,5,0.3313,0,0,0,0,3.00E-04,0,0,0,0,0,0,0.6684,308018,West Lane,August,6
1708016_006,5,0.1623,0,0,3.00E-04,4.00E-04,0.0529,0,0,0,0,0,0,0.7841,308021,Rt 24 Marina,August,5
1708016_008,5,0.1965,0,0,3.00E-04,7.00E-04,0.0417,0,0,0,0.001,0,0,0.7598,308021,Rt 24 Marina,August,5
1708016_009,5,0.1619,0,0,0,0.0011,0.0587,0,0,0,0.0027,0,0,0.7756,308021,Rt 24 Marina,August,5
1709004_001,5,0,1.00E-04,0,0,0,0.0543,0,0,0,0,0,0,0.9456,308411,Jimtown Road,September,1
1709004_002,5,1.00E-04,0,0,0,0,0.2831,0,0,0,0,0,0,0.7168,308371,Bundicks Branch,September,2
1709004_003,5,3.00E-04,0,0,0,0,0.2045,0,0,0,0,0.0324,0,0.7628,308291,Goslee Pond,September,3
1709004_004,5,0.2215,0,0,0,0,0,0,0,1.00E-04,1.00E-04,0,0,0.7783,308015,Mouth,September,7
1709004_005,5,0.2374,0,0,1.00E-04,0,0.0233,0,0,0,8.00E-04,0,0,0.7384,308018,West Lane,September,6
1709004_006,5,0.1215,0,0,2.00E-04,0,0.0887,0,0,0,3.00E-04,0,0,0.7893,308021,Rt 24 Marina,September,5
1709004_007,5,0.0955,0,0,0,0.0248,0.1278,0,0,0,0,0,0,0.7519,308024,Misty Lane 2,September,4
1709004_008,5,0.1721,0,0,8.00E-04,2.00E-04,0.0743,0,0,0,0,0,0,0.7526,308021,Rt 24 Marina,September,5
1709004_009,5,0.1142,0,0,0.0054,1.00E-04,0.0558,0,0,0,5.00E-04,0,0,0.824,308021,Rt 24 Marina,September,5
1709044_001,5,2.00E-04,0,0,0,0,0.044,0,0,0,0,0,0,0.9558,308411,Jimtown Road,October,1
1709044_002,5,0,0,0,7.00E-04,0,0.0821,0,0,0,0,0,0,0.9172,308371,Bundicks Branch,October,2
1709044_003,5,0.011,0,0,0,1.00E-04,0.2152,0,0,0,0,0.0092,0,0.7645,308291,Goslee Pond,October,3
1709044_004,5,0.2495,0,0,0,0,0,0,0,0,0,0,0,0.7505,308015,Mouth,October,7
1709044_005,5,0.2751,0,0,0,0,0,0,0,0,2.00E-04,0,0,0.7247,308018,West Lane,October,6
1709044_006,5,0.2408,0,0,0,1.00E-04,0.04,0,0,0,0,0,0,0.7191,308021,Rt 24 Marina,October,5
1709044_007,5,0.1154,0,0,2.00E-04,0,0.0992,0,0,0,0,0,0,0.7852,308024,Misty Lane 2,October,4
1709044_008,5,0.2314,0,0,0,0,0.002,0,0,0,0,0,0,0.7666,308021,Rt 24 Marina,October,5
1709044_009,5,0.2312,0,0,0,1.00E-04,0.0339,0,0,0,0,0,0,0.7348,308021,Rt 24 Marina,October,5
1808004_004,5,0,0,0,3.00E-04,0,0,0,0,0,0,0,0,0.9997,,Coursey Pond,,
1808016_001,5,0,0,0,1.00E-04,0,0.1684,0,0,0,0,0,0,0.8315,,Allen Harim,,
1810020_001,5,0,0,0,0,0.1044,0.2312,0,0,0,0,0,0,0.6644,,Mountaire Upstream,,
1810020_002,5,0,0,0,0,0.075,0.2251,0,0,0,1.00E-04,0.0529,0,0.6469,,Mountaire Middle,,
1810020_003,5,3.00E-04,0,0,0,0.0897,0.3254,0,0,0,0,0.0626,0,0.522,,Mountaire Downstream,,
